wals code	glottocode	name	latitude	longitude	macroarea	genus	family	sample 100	sample 200
lit	lith1251	Lithuanian	55.0	24.0	Eurasia	Baltic	Indo-European	False	False
kbt	kaba1276	Kabatei	36.75	49.4166666667	Eurasia	Iranian	Indo-European	False	False
pac	paco1243	Pacoh	16.4166666667	107.083333333	Eurasia	Katuic	Austro-Asiatic	False	False
fiw	west2519	Fijian (Wayan)	-17.0	177.3	Papunesia	Oceanic	Austronesian	False	False
luv	luva1239	Luvale	-12.0	22.0	Africa	Bantoid	Niger-Congo	True	True
tim	timu1262	Timugon	5.0	116.0	Papunesia	North Borneo	Austronesian	False	False
ach	ache1246	Aché	-25.25	-55.1666666667	South America	Tupi-Guaraní	Tupian	False	False
kir	cerm1238	Kirma	10.25	-4.83333333333	Africa	Gur	Niger-Congo	False	False
san	sang1328	Sango	5.0	18.0	Africa	Ubangi	Niger-Congo	True	True
res	resi1247	Resígaro	-2.41666666667	-71.5	South America	Northern Arawakan	Arawakan	False	False
rwa	rawa1267	Rawa	-5.83333333333	146.0	Papunesia	Finisterre-Huon	Trans-New Guinea	False	False
nlu	ngar1287	Ngarluma	-20.8333333333	117.5	Australia	Pama-Nyungan	Australian	False	False
kio	kiow1266	Kiowa	37.0	-99.0	North America	Kiowa-Tanoan	Kiowa-Tanoan	True	True
sun	sund1252	Sundanese	-7.0	107.0	Papunesia	Malayo-Sumbawan	Austronesian	False	False
lau	lauu1247	Lau	-9.58333333333	161.5	Papunesia	Oceanic	Austronesian	False	False
ork	orok1265	Orok	49.5	143.5	Eurasia	Tungusic	Altaic	False	False
lsq	queb1245	Langue des Signes Québecoise	48.0	-75.0	North America	Sign Languages	other	False	False
tda	toda1252	Toda	11.4166666667	76.75	Eurasia	Southern Dravidian	Dravidian	False	False
mtu	motu1246	Motu	-9.33333333333	147.0	Papunesia	Oceanic	Austronesian	False	False
kpw	east2341	Karen (Pwo)	13.0	99.1666666667	Eurasia	Karen	Sino-Tibetan	False	False
tum	tuml1238	Tumleo	-3.08333333333	142.416666667	Papunesia	Oceanic	Austronesian	False	False
lal	xish1235	Lalo	25.0	100.25	Eurasia	Burmese-Lolo	Sino-Tibetan	False	False
uzb	uzbe1247	Uzbek	39.0	66.0	Eurasia	Turkic	Altaic	False	False
bod	bodo1269	Bodo	26.8333333333	92.0	Eurasia	Bodo-Garo	Sino-Tibetan	False	False
rem	bond1245	Remo	18.0	82.0	Eurasia	Munda	Austro-Asiatic	False	False
bok	boko1266	Boko	10.5	3.5	Africa	Eastern Mande	Niger-Congo	False	False
ong	onge1236	Onge	10.75	92.4166666667	Eurasia	South Andamanese	South Andamanese	False	False
ore	orej1242	Orejón	-2.83333333333	-72.5	South America	Tucanoan	Tucanoan	False	False
irs	iris1235	Irish Sign Language	53.5	-7.5	Eurasia	Sign Languages	other	False	False
mmn	mama1275	Mamanwa	9.41666666667	125.5	Papunesia	Greater Central Philippine	Austronesian	False	False
grs	garu1246	Garus	-4.95	145.666666667	Papunesia	Madang	Trans-New Guinea	False	False
cyg	cayu1261	Cayuga	42.75	-76.75	North America	Northern Iroquoian	Iroquoian	False	False
rtk	roto1249	Rotokas	-6.0	155.166666667	Papunesia	West Bougainville	West Bougainville	False	False
ngz	ngiz1242	Ngizim	12.0833333333	10.9166666667	Africa	West Chadic	Afro-Asiatic	False	False
knm	kuna1268	Kunama	14.5	37.0	Africa	Kunama	Nilo-Saharan	False	True
atq	paci1278	Alutiiq	57.0	-157.0	North America	Eskimo	Eskimo-Aleut	False	False
but	mong1330	Buriat	52.0	108.0	Eurasia	Mongolic	Altaic	False	False
sro	siro1249	Siroi	-5.5	146.0	Papunesia	Madang	Trans-New Guinea	False	False
duk	huns1239	Duka	11.1666666667	5.08333333333	Africa	Kainji	Niger-Congo	False	False
oko	adiv1239	Oriya (Kotia)	18.3333333333	83.0	Eurasia	Indic	Indo-European	False	False
svs	savo1255	Savosavo	-9.13333333333	159.8	Papunesia	Savosavo	Solomons East Papuan	False	False
sgl	seng1278	Sengele	-1.83333333333	17.3333333333	Africa	Bantoid	Niger-Congo	False	False
lch	lach1248	Lachi	22.6666666667	104.833333333	Eurasia	Kadai	Tai-Kadai	False	False
tnl	lowe1425	Tanana (Lower)	65.0	-150.0	North America	Athapaskan	Na-Dene	False	False
kou	komc1235	Kom	6.25	10.3333333333	Africa	Bantoid	Niger-Congo	False	False
lmb	lamb1271	Lamba	-13.0	28.0	Africa	Bantoid	Niger-Congo	False	False
bet	dalo1238	Bété	6.25	-6.25	Africa	Kru	Niger-Congo	False	False
scs	sout2674	Saami (Central-South)	64.6666666667	16.75	Eurasia	Saami	Uralic	False	False
moh	moha1258	Mohawk	43.5	-74.25	North America	Northern Iroquoian	Iroquoian	False	False
kau	kaul1240	Kaulong	-6.16666666667	149.666666667	Papunesia	Oceanic	Austronesian	False	False
ndg	ndog1248	Ndogo	7.75	27.0	Africa	Ubangi	Niger-Congo	False	False
trr	nort2920	Tairora	-6.5	146.0	Papunesia	Eastern Highlands	Trans-New Guinea	False	False
tnc	tana1290	Tanacross	63.5	-143.5	North America	Athapaskan	Na-Dene	False	False
tmk	tuma1260	Tumak	9.5	17.3333333333	Africa	East Chadic	Afro-Asiatic	False	False
mad	madi1260	Ma'di	3.25	31.5	Africa	Moru-Ma'di	Nilo-Saharan	False	False
kga	nucl1379	Kinga	-9.0	34.0	Africa	Bantoid	Niger-Congo	False	False
mom	nucl1452	Mombum	-8.25	138.75	Papunesia	Mombum	Mombum	False	False
ktk	afad1236	Kotoko	11.3333333333	15.3333333333	Africa	Biu-Mandara	Afro-Asiatic	False	False
dag	daga1275	Daga	-10.0	149.333333333	Papunesia	Dagan	Dagan	True	True
ras	tega1236	Rashad	11.8333333333	31.05	Africa	Rashad	Niger-Congo	False	False
dug	gaww1239	Dullay (Gollango)	5.5	37.25	Africa	Eastern Cushitic	Afro-Asiatic	False	False
kag	kome1238	Kayu Agung	-3.16666666667	104.916666667	Papunesia	Lampungic	Austronesian	False	False
ame	amel1241	Amele	-5.25	145.583333333	Papunesia	Madang	Trans-New Guinea	True	True
anx	andi1255	Andi	42.75	46.25	Eurasia	Avar-Andic-Tsezic	Nakh-Daghestanian	False	False
god	ghod1238	Godoberi	42.6666666667	46.0833333333	Eurasia	Avar-Andic-Tsezic	Nakh-Daghestanian	False	False
lns	lamn1239	Lamnso'	6.16666666667	10.75	Africa	Bantoid	Niger-Congo	False	False
thu	thul1246	Thulung	27.4166666667	86.5	Eurasia	Mahakiranti	Sino-Tibetan	False	False
tus	tusc1257	Tuscarora	36.0	-77.5	North America	Northern Iroquoian	Iroquoian	False	False
mrq	nort2845	Marquesan	-8.91666666667	-140.083333333	Papunesia	Oceanic	Austronesian	False	False
pro	occi1239	Provençal	44.0	6.0	Eurasia	Romance	Indo-European	False	False
qan	chiq1249	Quechua (Ancash)	-8.5	-77.5	South America	Quechuan	Quechuan	False	False
let	leti1246	Leti	-8.2	127.666666667	Papunesia	Central Malayo-Polynesian	Austronesian	False	False
rsl	russ1255	Russian Sign Language	56.0	44.0	Eurasia	Sign Languages	other	False	False
hnk	hinu1240	Hinukh	42.1666666667	46.0	Eurasia	Avar-Andic-Tsezic	Nakh-Daghestanian	False	False
bvi	bali1280	Bali-Vitu	-4.9	149.116666667	Papunesia	Oceanic	Austronesian	False	False
mto	kuma1274	Malto	25.0	87.3333333333	Eurasia	Northern Dravidian	Dravidian	False	False
mbi	bamb1266	Mbili	6.11666666667	10.2	Africa	Bantoid	Niger-Congo	False	False
dhr	dhar1247	Dhargari	-23.75	114.916666667	Australia	Pama-Nyungan	Australian	False	False
kum	kuma1273	Kumauni	30.0	80.0	Eurasia	Indic	Indo-European	False	False
mrh	mari1424	Marrithiyel	-13.8333333333	130.0	Australia	Western Daly	Australian	False	False
xar	xara1244	Xârâcùù	-21.6666666667	166.0	Papunesia	Oceanic	Austronesian	False	False
ktz	kati1270	Kati (in Afghanistan)	35.5	70.0	Eurasia	Indic	Indo-European	False	False
alt	swis1247	Alsatian	48.5	7.5	Eurasia	Germanic	Indo-European	False	False
ceb	cebu1242	Cebuano	10.0	124.0	Papunesia	Greater Central Philippine	Austronesian	False	False
sec	seco1241	Secoya	-0.333333333333	-76.0	South America	Tucanoan	Tucanoan	False	False
jum	juma1249	Júma	-7.5	-64.0	South America	Tupi-Guaraní	Tupian	False	False
mnr	mand1442	Mandar	-3.41666666667	119.083333333	Papunesia	South Sulawesi	Austronesian	False	False
ute	utes1238	Ute	39.0	-109.0	North America	Numic	Uto-Aztecan	False	False
ewa	ewee1241	Ewe (Anglo)	6.0	1.0	Africa	Kwa	Niger-Congo	False	False
acn	acha1249	Achang	25.0	98.5	Eurasia	Burmese-Lolo	Sino-Tibetan	False	False
bbm	bamb1270	Bambam	-3.08333333333	119.083333333	Papunesia	South Sulawesi	Austronesian	False	False
snn	soni1259	Soninke	15.0	-10.5	Africa	Western Mande	Niger-Congo	False	False
tir	trio1238	Tiriyo	3.25	-55.75	South America	Cariban	Cariban	False	False
mce	beli1260	Mískito Coast English Creole	16.25	-88.8333333333	North America	Creoles and Pidgins	other	False	False
sul	sulk1246	Sulka	-5.08333333333	151.916666667	Papunesia	Sulka	Sulka	False	False
mks	maka1311	Makassar	-5.41666666667	119.583333333	Papunesia	South Sulawesi	Austronesian	False	False
blz	bala1300	Balanta	12.25	-15.3333333333	Africa	Northern Atlantic	Niger-Congo	False	False
mav	mari1435	Maring	-5.5	144.666666667	Papunesia	Chimbu	Trans-New Guinea	False	False
tui	turk1288	Türk Isaret Dili	39.0	34.0	Eurasia	Sign Languages	other	False	False
lmg	lama1288	Lamang	11.25	13.5833333333	Africa	Biu-Mandara	Afro-Asiatic	False	False
agh	aghe1239	Aghem	6.66666666667	10.0	Africa	Bantoid	Niger-Congo	False	False
akm	marm1234	Arakanese (Marma)	21.5	92.5	Eurasia	Burmese-Lolo	Sino-Tibetan	False	False
chw	west2650	Cham (Western)	12.0	105.5	Eurasia	Malayo-Sumbawan	Austronesian	False	False
tla	kuan1248	Tolai	-4.25	152.083333333	Papunesia	Oceanic	Austronesian	False	False
mnk	east2426	Maninka	10.5	-9.5	Africa	Western Mande	Niger-Congo	False	False
lad	lada1244	Ladakhi	34.0	78.0	Eurasia	Bodic	Sino-Tibetan	False	True
arc	arch1244	Archi	42.0	46.8333333333	Eurasia	Lezgic	Nakh-Daghestanian	False	False
avo	avok1242	Avokaya	4.66666666667	30.0	Africa	Moru-Ma'di	Nilo-Saharan	False	False
lam	peve1243	Lamé	9.0	14.5	Africa	Masa	Afro-Asiatic	False	False
nbh	ghul1238	Ghulfan	12.0	31.0	Africa	Nubian	Nilo-Saharan	False	False
lot	loth1237	Lotha	26.5	94.25	Eurasia	Kuki-Chin	Sino-Tibetan	False	False
krq	kere1280	Kerek	62.25	175.0	Eurasia	Northern Chukotko-Kamchatkan	Chukotko-Kamchatkan	False	False
hal	hali1244	Halia	-5.25	154.666666667	Papunesia	Oceanic	Austronesian	False	False
nus	nusu1239	Nusu	26.75	99.0	Eurasia	Burmese-Lolo	Sino-Tibetan	False	False
nbk	natu1249	Natügu	-10.7833333333	165.866666667	Papunesia	Oceanic	Austronesian	False	False
knw	nort2951	Konkow	39.5	-121.5	North America	Maiduan	Penutian	False	False
dbd	tait1250	Dabida	-4.0	38.6666666667	Africa	Bantoid	Niger-Congo	False	False
aar	aari1239	Aari	6.0	36.5833333333	Africa	South Omotic	Afro-Asiatic	False	False
iqu	iqui1243	Iquito	-3.25	-74.0	South America	Zaparoan	Zaparoan	False	False
wau	woun1238	Waunana	4.0	-77.0	South America	Choco	Choco	False	False
djn	djin1253	Djinang	-12.3333333333	134.833333333	Australia	Pama-Nyungan	Australian	False	False
pip	pipi1250	Pipil	13.8333333333	-89.5833333333	North America	Aztecan	Uto-Aztecan	False	False
guj	guja1252	Gujarati	23.0	72.0	Eurasia	Indic	Indo-European	False	False
tru	trum1247	Trumai	-11.9166666667	-53.5833333333	South America	Trumai	Trumai	False	True
snm	sanu1240	Sanuma	4.5	-64.6666666667	South America	Yanomam	Yanomam	True	True
hin	hind1269	Hindi	25.0	77.0	Eurasia	Indic	Indo-European	True	True
mir	miri1266	Miriwung	-15.6666666667	129.0	Australia	Djeragan	Australian	False	False
zim	zima1244	Zimakani	-7.43333333333	141.433333333	Papunesia	Marind Proper	Marind	False	False
ono	onoo1246	Ono	-6.16666666667	147.583333333	Papunesia	Finisterre-Huon	Trans-New Guinea	False	False
maz	maza1293	Mazahua	19.4166666667	-99.9166666667	North America	Otomian	Oto-Manguean	False	False
kkt	koko1269	Kokota	-8.0	159.133333333	Papunesia	Oceanic	Austronesian	False	False
mcn	macu1260	Macuna	-0.333333333333	-70.1666666667	South America	Tucanoan	Tucanoan	False	False
wtm	wata1253	Watam	-3.91666666667	144.5	Papunesia	Lower Ramu	Lower Sepik-Ramu	False	False
ywr	yawu1244	Yawuru	-18.0	122.5	Australia	Nyulnyulan	Australian	False	False
apj	jica1244	Apache (Jicarilla)	36.5833333333	-104.0	North America	Athapaskan	Na-Dene	False	False
knn	kinn1249	Kinnauri	31.5	78.0	Eurasia	Bodic	Sino-Tibetan	False	False
lar	lara1258	Laragia	-12.6666666667	130.833333333	Australia	Laragiyan	Australian	False	False
mik	karb1241	Mikir	26.3333333333	93.5	Eurasia	Kuki-Chin	Sino-Tibetan	False	False
qta	nort2980	Quechua (Tarma)	-11.4166666667	-75.75	South America	Quechuan	Quechuan	False	False
urh	urho1239	Urhobo	5.58333333333	6.0	Africa	Edoid	Niger-Congo	False	False
ngw	ngaw1240	Ngawun	-19.0	141.5	Australia	Pama-Nyungan	Australian	False	False
gml	gami1243	Gamilaraay	-29.8333333333	149.5	Australia	Pama-Nyungan	Australian	False	False
abo	arbo1245	Arbore	5.0	36.75	Africa	Eastern Cushitic	Afro-Asiatic	False	False
bit	biat1246	Biatah	1.25	110.0	Papunesia	Land Dayak	Austronesian	False	False
crn	corn1251	Cornish	50.3333333333	-5.0	Eurasia	Celtic	Indo-European	False	False
mym	mala1464	Malayalam	10.0	76.5	Eurasia	Southern Dravidian	Dravidian	False	False
krk	karo1304	Karok	41.6666666667	-123.0	North America	Karok	Karok	True	True
wmn	weme1239	Wéménugbé	6.66666666667	2.5	Africa	Kwa	Niger-Congo	False	False
spi	tibe1272	Spitian	32.25	78.0	Eurasia	Bodic	Sino-Tibetan	False	False
msc	chib1270	Muisca	5.0	-74.0	South America	Chibchan Proper	Chibchan	False	False
chn	chan1310	Chantyal	28.5833333333	83.4166666667	Eurasia	Bodic	Sino-Tibetan	False	False
wlm	walm1241	Walmatjari	-19.5	125.75	Australia	Pama-Nyungan	Australian	False	False
kry	kory1246	Koryak	61.0	167.0	Eurasia	Northern Chukotko-Kamchatkan	Chukotko-Kamchatkan	False	False
abk	abkh1244	Abkhaz	43.0833333333	41.0	Eurasia	Northwest Caucasian	Northwest Caucasian	True	True
por	port1283	Portuguese	39.0	-8.0	Eurasia	Romance	Indo-European	False	False
yap	yape1248	Yapese	9.58333333333	138.166666667	Papunesia	Yapese	Austronesian	False	False
spo	spok1245	Spokane	47.6666666667	-117.75	North America	Interior Salish	Salishan	False	False
smn	cree1270	Seminole	33.0	-84.0	North America	Muskogean	Muskogean	False	False
nyn	nyig1240	Nyigina	-18.0	124.333333333	Australia	Nyulnyulan	Australian	False	False
bki	baka1277	Bakairí	-14.0	-55.0	South America	Cariban	Cariban	False	False
vaf	vafs1240	Vafsi	34.6666666667	49.9166666667	Eurasia	Iranian	Indo-European	False	False
aho	arap1274	Arapaho	40.0	-103.0	North America	Algonquian	Algic	False	False
gug	koka1244	Gugada	-30.0	134.0	Australia	Pama-Nyungan	Australian	False	False
abm	alab1237	Alabama	32.3333333333	-87.4166666667	North America	Muskogean	Muskogean	False	False
taf	sapo1253	Taiof	-5.53333333333	154.633333333	Papunesia	Oceanic	Austronesian	False	False
prk	puri1258	Purki	34.6666666667	76.0	Eurasia	Bodic	Sino-Tibetan	False	False
mon	monn1252	Mon	14.8333333333	100.5	Eurasia	Monic	Austro-Asiatic	False	False
car	gali1262	Carib	5.5	-56.0	South America	Cariban	Cariban	False	True
gna	guan1268	Guana	-22.0	-58.0	South America	Mascoian	Mascoian	False	False
pri	prin1242	Príncipense	1.61666666667	7.36666666667	Africa	Creoles and Pidgins	other	False	False
rov	rovi1238	Roviana	-8.25	157.333333333	Papunesia	Oceanic	Austronesian	False	False
crh	chru1239	Chru	11.5	108.5	Eurasia	Malayo-Sumbawan	Austronesian	False	False
lma	loma1260	Loma	8.0	-9.5	Africa	Western Mande	Niger-Congo	False	False
fox	mesk1242	Fox	43.0	-83.0	North America	Algonquian	Algic	False	False
cui	cuib1242	Cuiba	6.5	-70.0	South America	Guahiban	Guahiban	False	False
tpi	tokp1240	Tok Pisin	-9.5	147.166666667	Papunesia	Creoles and Pidgins	other	False	False
say	sayu1241	Sayultec	17.8333333333	-95.0	North America	Mixe-Zoque	Mixe-Zoque	False	False
bng	qaqe1238	Baining	-4.58333333333	152.0	Papunesia	Baining	Baining-Taulil	False	False
bub	bube1242	Bubi	3.5	8.66666666667	Africa	Bantoid	Niger-Congo	False	False
fon	fonn1241	Fongbe	6.41666666667	2.16666666667	Africa	Kwa	Niger-Congo	False	False
wyn	waya1269	Wayana	3.25	-54.1666666667	South America	Cariban	Cariban	False	False
mmo	moks1248	Mordvin (Moksha)	54.0	44.0	Eurasia	Mordvin	Uralic	False	False
ewe	ewee1241	Ewe	6.33333333333	0.416666666667	Africa	Kwa	Niger-Congo	False	True
hcr	hait1244	Haitian Creole	19.0	-72.5	North America	Creoles and Pidgins	other	False	False
bpb	bahn1262	Bahnar (Plei Bong-Mang Yang)	13.8333333333	108.333333333	Eurasia	Bahnaric	Austro-Asiatic	False	False
biu	bisu1246	Bisu	19.75	100.0	Eurasia	Burmese-Lolo	Sino-Tibetan	False	False
lye	lyel1241	Lyele	12.5	-2.66666666667	Africa	Gur	Niger-Congo	False	False
non	noon1243	Noni	6.41666666667	10.5833333333	Africa	Bantoid	Niger-Congo	False	False
cmh	utes1238	Chemehuevi	34.3333333333	-115.166666667	North America	Numic	Uto-Aztecan	False	False
deg	dege1246	Degema	4.75	6.75	Africa	Edoid	Niger-Congo	False	False
ned	dutc1253	Nederlandse Gebarentaal	52.25	5.5	Eurasia	Sign Languages	other	False	False
acl	acol1236	Acholi	3.0	32.6666666667	Africa	Nilotic	Nilo-Saharan	False	False
hua	yaga1260	Hua	-6.33333333333	145.333333333	Papunesia	Eastern Highlands	Trans-New Guinea	False	False
swe	swed1254	Swedish	60.0	15.0	Eurasia	Germanic	Indo-European	False	False
blc	east2304	Baluchi	28.0	62.0	Eurasia	Iranian	Indo-European	False	False
ter	tera1251	Tera	11.0	11.8333333333	Africa	Biu-Mandara	Afro-Asiatic	False	False
ocu	atzi1235	Ocuilteco	18.9166666667	-99.6666666667	North America	Otomian	Oto-Manguean	False	False
yay	bouy1240	Yay	22.4166666667	104.75	Eurasia	Kam-Tai	Tai-Kadai	False	False
udm	udmu1245	Udmurt	57.5	52.5	Eurasia	Permic	Uralic	False	False
nam	nami1256	Namia	-3.83333333333	141.75	Papunesia	Yellow River	Sepik	False	False
nug	nung1290	Nunggubuyu	-13.75	135.666666667	Australia	Nunggubuyu	Australian	False	True
shl	shil1265	Shilluk	9.66666666667	31.75	Africa	Nilotic	Nilo-Saharan	False	False
cct	choc1276	Choctaw	32.25	-88.5	North America	Muskogean	Muskogean	False	False
gny	guny1241	Gunya	-26.5	146.5	Australia	Pama-Nyungan	Australian	False	False
mdr	nucl1460	Madurese	-7.0	113.5	Papunesia	Malayo-Sumbawan	Austronesian	False	False
aja	ajas1235	Aja	7.33333333333	25.6666666667	Africa	Kresh	Nilo-Saharan	False	False
gol	gola1255	Gola	7.25	-10.8333333333	Africa	Southern Atlantic	Niger-Congo	False	False
mwc	mawc1242	Mawchi	21.3333333333	73.6666666667	Eurasia	Indic	Indo-European	False	False
mms	mama1276	Mamasa	-3.08333333333	119.666666667	Papunesia	South Sulawesi	Austronesian	False	False
jmm	jama1261	Jamamadi	-7.5	-67.0	South America	Arauan	Arauan	False	False
chi	chim1301	Chimariko	41.0	-123.0	North America	Chimariko	Hokan	False	False
iss	isra1236	Israeli Sign Language	32.0	34.8333333333	Eurasia	Sign Languages	other	False	False
sur	surs1246	Sursurunga	-4.0	152.766666667	Papunesia	Oceanic	Austronesian	False	False
shd	sher1257	Sherdukpen	27.0	92.5	Eurasia	Western Arunachal	Sino-Tibetan	False	False
mla	nige1255	Mambila	6.75	11.5	Africa	Bantoid	Niger-Congo	False	False
brl	lowa1242	Baragaunle	28.8333333333	83.8333333333	Eurasia	Bodic	Sino-Tibetan	False	False
crk	cree1270	Creek	34.0	-85.0	North America	Muskogean	Muskogean	False	False
wor	woro1255	Worora	-15.6666666667	124.666666667	Australia	Wororan	Australian	False	False
kjo	coas1295	Konjo	-5.46666666667	120.333333333	Papunesia	South Sulawesi	Austronesian	False	False
pem	pemo1248	Pemon	5.33333333333	-62.0	South America	Cariban	Cariban	False	False
jpr	japr1238	Japreria	10.5	-73.0	South America	Cariban	Cariban	False	False
tli	tlin1245	Tlingit	59.0	-135.0	North America	Tlingit	Na-Dene	False	True
olm	ngaj1237	Oloh Mangtangai	-0.833333333333	113.0	Papunesia	Barito	Austronesian	False	False
taj	taji1245	Tajik	38.6666666667	70.0	Eurasia	Iranian	Indo-European	False	False
jwr	jama1261	Jarawara	-7.5	-65.5	South America	Arauan	Arauan	False	False
wed	weda1241	Wedau	-10.1666666667	150.166666667	Papunesia	Oceanic	Austronesian	False	False
dge	germ1281	Deutsche Gebärdensprache	52.0	11.0	Eurasia	Sign Languages	other	False	False
lgu	long1395	Longgu	-9.75	160.666666667	Papunesia	Oceanic	Austronesian	False	False
koi	gras1249	Koiari	-9.5	147.333333333	Papunesia	Koiarian	Trans-New Guinea	False	False
udi	udii1243	Udi	41.0	48.0	Eurasia	Lezgic	Nakh-Daghestanian	False	False
tga	tang1348	Tangga	-3.46666666667	153.2	Papunesia	Oceanic	Austronesian	False	False
diy	dier1241	Diyari	-28.0	139.0	Australia	Pama-Nyungan	Australian	False	False
sen	nucl1396	Sena	-18.0	35.25	Africa	Bantoid	Niger-Congo	False	False
tul	tulu1258	Tulu	12.75	75.3333333333	Eurasia	Southern Dravidian	Dravidian	False	False
tnj	tana1289	Tanaina	62.0	-150.0	North America	Athapaskan	Na-Dene	False	False
iat	iatm1242	Iatmul	-4.25	143.25	Papunesia	Middle Sepik	Sepik	False	False
tml	tami1289	Tamil	11.0	78.5	Eurasia	Southern Dravidian	Dravidian	False	False
knc	kuku1280	Kugu Nganhcara	-14.4166666667	142.0	Australia	Pama-Nyungan	Australian	False	False
uri	urim1252	Urim	-3.58333333333	142.666666667	Papunesia	Urim	Torricelli	False	False
bai	cent2004	Bai	26.0	100.0	Eurasia	Bai	Sino-Tibetan	False	False
frd	ford1242	Fordata	-6.75	131.5	Papunesia	Central Malayo-Polynesian	Austronesian	False	False
ndb	sout2808	Ndebele (in South Africa)	-25.3333333333	29.0	Africa	Bantoid	Niger-Congo	False	False
mcf	mich1243	Michif	52.0	-100.166666667	North America	Algonquian	Algic	False	False
krn	kora1292	Korana	-29.5	20.5	Africa	Central Khoisan	Khoisan	False	False
kew	kewa1250	Kewa	-6.5	143.833333333	Papunesia	Engan	Trans-New Guinea	True	True
mnj	mart1256	Mantjiltjara	-22.6666666667	125.083333333	Australia	Pama-Nyungan	Australian	False	False
ngn	ngan1295	Ngandi	-13.8333333333	135.0	Australia	Ngandi	Australian	False	False
khs	khas1269	Khasi	25.5	92.0	Eurasia	Khasian	Austro-Asiatic	False	True
klk	kuoo1238	Koh (Lakka)	8.0	15.5	Africa	Adamawa	Niger-Congo	False	False
wel	wels1247	Welsh	52.0	-3.0	Eurasia	Celtic	Indo-European	False	False
oya	nucl1284	Oriya	21.0	85.0	Eurasia	Indic	Indo-European	False	False
sme	siam1242	Seme	11.0	-4.91666666667	Africa	Kru	Niger-Congo	False	False
sae	saek1240	Saek	17.4166666667	104.75	Eurasia	Kam-Tai	Tai-Kadai	False	False
mgh	maga1260	Magahi	23.5	85.5	Eurasia	Indic	Indo-European	False	False
tty	tatu1247	Tatuyo	0.416666666667	-70.5	South America	Tucanoan	Tucanoan	False	False
hli	halk1245	Halkomelem (Island)	49.2	-123.0	North America	Central Salish	Salishan	False	False
guf	gupa1247	Gupapuyngu	-12.0	136.0	Australia	Pama-Nyungan	Australian	False	False
kyt	kayt1238	Kaytej	-21.0	134.0	Australia	Pama-Nyungan	Australian	False	False
wru	waru1265	Warumungu	-19.5	134.5	Australia	Pama-Nyungan	Australian	False	False
wec	wels1247	Welsh (Colloquial)	52.75	-3.5833	Eurasia	Celtic	Indo-European	False	False
wna	wann1242	Wan	7.83333333333	-5.86666666667	Africa	Eastern Mande	Niger-Congo	False	False
ddj	godi1239	Dadjriwalé	5.25	-5.66666666667	Africa	Kru	Niger-Congo	False	False
jms	jams1239	Jamsay	14.4166666667	-2.5	Africa	Dogon	Niger-Congo	False	False
mnz	monz1249	Munzombo	3.0	18.4166666667	Africa	Ubangi	Niger-Congo	False	False
sku	suku1259	Suku	-6.0	17.6666666667	Africa	Bantoid	Niger-Congo	False	False
bgm	bang1363	Bangime	14.9166666667	-3.83333333333	Africa	Bangime	Bangime	False	False
tsk	tama1365	Tamashek	20.0	-2.0	Africa	Berber	Afro-Asiatic	False	False
ryu	cent2126	Shuri	26.5	127.5	Eurasia	Japanese	Japanese	False	False
kgy	kyer1238	Kyirong	28.4166666667	85.3333333333	Eurasia	Bodic	Sino-Tibetan	False	False
lic	hlai1239	Hlai (Baoding)	19.0	109.5	Eurasia	Hlai	Tai-Kadai	False	False
bgz	bong1289	Banggi	7.25	117.166666667	Papunesia	Barito	Austronesian	False	False
fqs	fass1245	Momu	-3.0	141.583333333	Papunesia	Fas	Kwomtari-Baibai	False	False
bio	naii1241	Nai	-3.71666666667	141.266666667	Papunesia	Kwomtari	Kwomtari-Baibai	False	False
owi	owin1240	Owininga	-4.5	141.75	Papunesia	Left May	Left May	False	False
inn	yand1253	Innamincka	-27.75	140.75	Australia	Pama-Nyungan	Australian	False	False
msq	halk1245	Musqueam	49.1666666667	-123.0	North America	Central Salish	Salishan	False	False
qum	sipa1247	Sipakapense	15.25	-91.75	North America	Mayan	Mayan	False	False
eme	emer1243	Émérillon	3.16666666667	-52.4166666667	South America	Tupi-Guaraní	Tupian	False	False
kkq	kuik1246	Kuikúro	-12.4166666667	-53.0833333333	South America	Cariban	Cariban	False	False
ige	iged1239	Igede	7.0	8.16666666667	Africa	Idomoid	Niger-Congo	False	False
gil	gila1241	Gilaki	37.3333333333	50.0	Eurasia	Iranian	Indo-European	False	False
ord	peri1253	Ordos	39.0	109.0	Eurasia	Mongolic	Altaic	False	False
kom	komo1258	Komo	8.75	33.75	Africa	Koman	Nilo-Saharan	False	False
mae	maee1241	Mae	-16.0	167.25	Papunesia	Oceanic	Austronesian	False	False
bin	bina1277	Binandere	-8.25	148.0	Papunesia	Binanderean	Trans-New Guinea	False	False
ega	egaa1242	Ega	5.5	-5.5	Africa	Kwa	Niger-Congo	False	False
gud	gude1246	Gude	10.4166666667	13.4166666667	Africa	Biu-Mandara	Afro-Asiatic	False	False
pta	dumb1241	Paita	-22.0833333333	166.5	Papunesia	Oceanic	Austronesian	False	False
aiz	apro1235	Aizi	5.25	-4.5	Africa	Kru	Niger-Congo	False	False
vat	lako1244	Vata	5.83333333333	-5.41666666667	Africa	Kru	Niger-Congo	False	False
nim	nucl1633	Nimboran	-2.5	140.166666667	Papunesia	Nimboran	Nimboran	False	False
